,image_name,type,xmin,xmax,ymin,ymax
58,0247Date_01_08_2019.jpg,armature,137,395,249,297
59,0254Date_01_08_2019.jpg,armature,569,700,0,250
60,0260Date_01_08_2019.jpg,armature,2,296,2,271
61,0261Date_01_08_2019.jpg,armature,244,614,0,302
62,0266Date_01_08_2019.jpg,armature,182,406,85,222
63,0269Date_01_08_2019.jpg,armature,17,149,0,364
64,0274Date_01_08_2019.jpg,armature,104,315,28,361
65,0285Date_01_08_2019.jpg,armature,49,375,80,230
66,0285Date_01_08_2019.jpg,armature,319,418,55,153
67,0286Date_01_08_2019.jpg,armature,185,512,84,250
68,0286Date_01_08_2019.jpg,armature,474,565,72,165
69,0290Date_01_08_2019.jpg,wood,318,499,83,238
70,0291Date_01_08_2019.jpg,wood,293,450,72,125
71,0296Date_01_08_2019.jpg,wood,276,301,90,224
72,0302Date_01_08_2019.jpg,armature,369,496,291,327
73,0307Date_01_08_2019.jpg,armature,110,253,283,367
74,0316Date_01_08_2019.jpg,wood,101,215,39,165
75,0319Date_01_08_2019.jpg,wood,157,482,228,339
76,0329Date_01_08_2019.jpg,armature,104,429,217,337
77,0333Date_01_08_2019.jpg,armature,127,223,228,316
78,0336Date_01_08_2019.jpg,armature,71,579,282,409
79,0343Date_01_08_2019.jpg,armature,96,233,45,177
80,0344Date_01_08_2019.jpg,armature,88,351,5,367
81,0344Date_01_08_2019.jpg,armature,3,156,24,377
82,0345Date_01_08_2019.jpg,armature,66,544,2,377
83,0347Date_01_08_2019.jpg,armature,1,366,40,130
84,0348Date_01_08_2019.jpg,armature,135,557,58,300
85,0353Date_01_08_2019.jpg,armature,0,317,220,339
86,0355Date_01_08_2019.jpg,armature,125,237,3,237
87,0361Date_01_08_2019.jpg,armature,147,259,122,310
88,0365Date_01_08_2019.jpg,armature,215,424,232,358
89,0369Date_01_08_2019.jpg,armature,85,535,75,284
90,0377Date_01_08_2019.jpg,armature,83,573,19,262
91,0378Date_01_08_2019.jpg,armature,91,235,180,418
92,0385Date_01_08_2019.jpg,armature,139,309,112,315
93,0386Date_01_08_2019.jpg,armature,1,262,86,260
94,0387Date_01_08_2019.jpg,armature,172,636,46,288
95,0389Date_01_08_2019.jpg,armature,183,539,60,335
96,0390Date_01_08_2019.jpg,armature,122,513,152,419
97,0391Date_02_08_2019.jpg,armature,189,534,58,363
98,0398Date_02_08_2019.jpg,wood,397,554,163,283
99,0407Date_02_08_2019.jpg,armature,275,328,79,250
100,0409Date_02_08_2019.jpg,wood,97,245,164,394
101,0414Date_02_08_2019.jpg,wood,165,451,48,271
102,0418Date_02_08_2019.jpg,wood,275,389,190,395
103,0421Date_02_08_2019.jpg,armature,234,438,82,191
104,0428Date_02_08_2019.jpg,armature,8,349,78,251
105,0429Date_02_08_2019.jpg,armature,88,428,70,265
106,0437Date_02_08_2019.jpg,armature,78,320,103,307
107,0438Date_02_08_2019.jpg,armature,110,517,24,332
108,0445Date_02_08_2019.jpg,armature,240,346,224,381
109,0446Date_02_08_2019.jpg,armature,138,337,106,247
110,0446Date_02_08_2019.jpg,armature,1,69,288,418
111,0453Date_02_08_2019.jpg,armature,144,196,243,389
112,0468Date_02_08_2019.jpg,armature,276,394,128,363
113,0469Date_02_08_2019.jpg,armature,121,351,152,219
114,0478Date_02_08_2019.jpg,wood,123,188,151,260
115,0480Date_02_08_2019.jpg,wood,307,451,35,271
116,0484Date_02_08_2019.jpg,wood,208,272,61,184
117,0490Date_02_08_2019.jpg,armature,5,229,1,383
118,0493Date_02_08_2019.jpg,armature,231,626,88,403
119,0494Date_02_08_2019.jpg,armature,374,703,278,407
120,0497Date_02_08_2019.jpg,armature,125,391,333,370
121,0500Date_02_08_2019.jpg,armature,225,584,9,109
122,0506Date_02_08_2019.jpg,wood,183,226,51,248
123,0507Date_02_08_2019.jpg,armature,144,250,221,411
124,0507Date_02_08_2019.jpg,wood,169,251,320,419
125,0522Date_02_08_2019.jpg,armature,122,656,48,251
126,0524Date_02_08_2019.jpg,armature,168,675,69,292
127,0526Date_02_08_2019.jpg,armature,231,410,194,293
128,0534Date_02_08_2019.jpg,armature,299,489,15,412
129,0535Date_02_08_2019.jpg,armature,397,571,25,418
130,0549Date_02_08_2019.jpg,armature,47,269,130,375
131,0552Date_02_08_2019.jpg,armature,87,259,1,103
132,0552Date_02_08_2019.jpg,wood,241,308,13,215
133,0559Date_02_08_2019.jpg,armature,145,410,158,216
134,0568Date_02_08_2019.jpg,armature,502,674,75,293
135,0575Date_02_08_2019.jpg,armature,95,500,2,255
136,0576Date_02_08_2019.jpg,armature,138,555,1,277
137,0578Date_02_08_2019.jpg,armature,145,661,160,309
138,0580Date_02_08_2019.jpg,armature,32,169,7,392
139,0582Date_02_08_2019.jpg,armature,224,390,286,315
140,0585Date_02_08_2019.jpg,armature,199,328,88,181
141,05out109.jpg,other,3,459,81,334
142,0611Date_02_08_2019.jpg,armature,92,281,67,318
143,0612Date_02_08_2019.jpg,armature,558,691,220,297
144,0612Date_02_08_2019.jpg,armature,204,298,247,365
145,0621Date_02_08_2019.jpg,armature,77,352,97,361
146,0622Date_02_08_2019.jpg,armature,117,403,101,357
147,0623Date_02_08_2019.jpg,armature,114,288,0,224
148,0624Date_02_08_2019.jpg,armature,519,588,50,185
149,0630Date_02_08_2019.jpg,armature,120,487,2,274
150,0632Date_02_08_2019.jpg,armature,249,370,319,418
151,0632Date_02_08_2019.jpg,armature,140,270,127,165
152,0634Date_02_08_2019.jpg,armature,189,628,97,407
153,0649Date_02_08_2019.jpg,armature,180,333,118,419
154,0657Date_02_08_2019.jpg,armature,203,466,1,329
155,0664Date_02_08_2019.jpg,wood,107,265,191,419
156,0716Date_02_08_2019.jpg,armature,130,246,53,114
157,0727Date_02_08_2019.jpg,armature,160,433,44,350
158,0737Date_02_08_2019.jpg,armature,128,431,0,260
159,0738Date_02_08_2019.jpg,armature,364,646,2,288
160,0746Date_02_08_2019.jpg,armature,422,702,11,295
161,0747Date_02_08_2019.jpg,armature,473,676,16,117
162,0747Date_02_08_2019.jpg,armature,477,702,157,293
163,0748Date_02_08_2019.jpg,armature,573,703,31,91
164,0748Date_02_08_2019.jpg,armature,573,697,171,267
165,0771Date_02_08_2019.jpg,wood,472,546,60,131
166,0779Date_02_08_2019.jpg,wood,284,397,68,114
167,0801Date_02_08_2019.jpg,armature,143,495,89,351
168,0818Date_02_08_2019.jpg,armature,204,349,247,336
169,0820Date_02_08_2019.jpg,armature,561,598,4,143
170,0821Date_02_08_2019.jpg,wood,196,285,206,370
171,0829Date_02_08_2019.jpg,armature,222,584,129,399
172,0834Date_02_08_2019.jpg,armature,268,355,326,406
173,0835Date_02_08_2019.jpg,other,113,154,170,285
174,0850Date_02_08_2019.jpg,armature,305,438,318,350
175,0854Date_02_08_2019.jpg,armature,181,541,5,375
176,0858Date_02_08_2019.jpg,armature,200,545,212,415
177,0866Date_02_08_2019.jpg,armature,139,477,0,419
178,0872Date_02_08_2019.jpg,armature,243,471,0,382
179,0876Date_02_08_2019.jpg,armature,344,544,41,102
180,0885Date_02_08_2019.jpg,armature,38,154,245,337
181,0886Date_02_08_2019.jpg,armature,150,336,271,390
182,0892Date_02_08_2019.jpg,armature,372,471,55,115
183,0904Date_02_08_2019.jpg,wood,146,461,309,410
184,0918Date_02_08_2019.jpg,wood,131,194,284,419
185,0928Date_02_08_2019.jpg,armature,75,284,92,267
186,0929Date_02_08_2019.jpg,armature,225,703,143,296
187,0930Date_02_08_2019.jpg,armature,415,563,254,280
188,0956Date_02_08_2019.jpg,armature,197,338,59,322
189,0956Date_02_08_2019.jpg,armature,2,62,15,161
190,0959Date_02_08_2019.jpg,armature,340,628,1,357
191,0963Date_02_08_2019.jpg,armature,172,284,247,420
192,0974Date_02_08_2019.jpg,wood,482,645,245,379
193,0975Date_02_08_2019.jpg,armature,99,302,185,311
194,0976Date_02_08_2019.jpg,armature,12,290,21,200
195,0979Date_02_08_2019.jpg,armature,175,304,9,300
196,0984Date_02_08_2019.jpg,armature,136,272,50,307
197,0988Date_02_08_2019.jpg,armature,49,475,30,385
198,0992Date_02_08_2019.jpg,armature,86,327,4,299
199,0993Date_02_08_2019.jpg,armature,171,405,287,421
200,0997Date_02_08_2019.jpg,wood,213,405,246,345
201,10009Date_05_08_2019.jpg,armature,209,415,256,420
202,10010Date_05_08_2019.jpg,armature,295,502,266,419
203,10018Date_05_08_2019.jpg,armature,96,321,99,364
204,10020Date_05_08_2019.jpg,armature,66,308,2,302
205,10023Date_05_08_2019.jpg,armature,131,458,10,137
206,10037Date_05_08_2019.jpg,armature,94,594,1,318
207,10038Date_05_08_2019.jpg,armature,0,642,1,322
208,10045Date_05_08_2019.jpg,armature,127,616,0,358
209,10046Date_05_08_2019.jpg,armature,203,592,278,418
210,1004Date_02_08_2019.jpg,wood,550,651,26,52
211,10050Date_05_08_2019.jpg,armature,358,496,66,399
212,10050Date_05_08_2019.jpg,armature,136,508,4,275
213,10051Date_05_08_2019.jpg,armature,175,565,0,279
214,10051Date_05_08_2019.jpg,armature,405,544,67,396
215,10052Date_05_08_2019.jpg,armature,160,445,4,420
216,10068Date_05_08_2019.jpg,wood,396,473,25,308
217,10069Date_05_08_2019.jpg,armature,3,412,1,185
218,1006Date_02_08_2019.jpg,armature,107,473,11,261
219,10071Date_05_08_2019.jpg,armature,146,352,2,107
220,10075Date_05_08_2019.jpg,armature,147,559,231,398
221,10082Date_05_08_2019.jpg,armature,385,636,43,210
222,10082Date_05_08_2019.jpg,armature,42,163,226,333
223,10082Date_05_08_2019.jpg,other,119,193,0,148
224,10084Date_05_08_2019.jpg,armature,61,264,210,307
225,10102Date_05_08_2019.jpg,wood,178,382,138,216
226,10107Date_05_08_2019.jpg,armature,234,393,28,214
227,10135Date_05_08_2019.jpg,armature,7,414,241,371
228,10139Date_05_08_2019.jpg,armature,345,537,168,418
229,10148Date_05_08_2019.jpg,armature,164,576,300,361
230,10149Date_05_08_2019.jpg,armature,203,613,302,370
231,10158Date_05_08_2019.jpg,armature,125,431,297,419
232,10168Date_05_08_2019.jpg,armature,148,570,0,299
233,10174Date_05_08_2019.jpg,armature,133,311,97,286
234,1017Date_02_08_2019.jpg,armature,38,361,49,386
235,10183Date_05_08_2019.jpg,armature,4,292,142,344
236,10197Date_05_08_2019.jpg,wood,378,422,2,286
237,10258Date_05_08_2019.jpg,armature,175,606,40,309
238,10269Date_05_08_2019.jpg,armature,139,263,37,355
239,10270Date_05_08_2019.jpg,armature,164,558,2,145
240,10271Date_05_08_2019.jpg,armature,2,510,11,237
241,10291Date_05_08_2019.jpg,armature,133,323,19,385
242,10292Date_05_08_2019.jpg,other,423,508,113,289
243,10329Date_05_08_2019.jpg,armature,128,420,52,421
244,10330Date_05_08_2019.jpg,armature,168,510,73,407
245,10364Date_05_08_2019.jpg,armature,399,596,10,379
246,10368Date_05_08_2019.jpg,armature,310,417,121,157
247,10369Date_05_08_2019.jpg,armature,141,496,165,420
248,10371Date_05_08_2019.jpg,armature,97,476,88,384
249,10384Date_05_08_2019.jpg,armature,271,372,2,99
250,10390Date_05_08_2019.jpg,armature,315,435,118,166
251,10395Date_05_08_2019.jpg,armature,114,306,62,224
252,10406Date_05_08_2019.jpg,armature,118,354,1,259
253,10408Date_05_08_2019.jpg,armature,0,296,21,289
254,1040Date_02_08_2019.jpg,armature,414,535,4,194
255,10410Date_05_08_2019.jpg,armature,148,423,33,399
256,10410Date_05_08_2019.jpg,armature,633,703,134,339
257,10410Date_05_08_2019.jpg,armature,77,371,141,420
258,10411Date_05_08_2019.jpg,armature,119,417,138,419
259,10411Date_05_08_2019.jpg,armature,194,471,36,419
260,10411Date_05_08_2019.jpg,armature,672,703,215,344
261,10426Date_05_08_2019.jpg,armature,208,646,79,395
262,10431Date_05_08_2019.jpg,armature,164,599,96,357
263,10433Date_05_08_2019.jpg,armature,99,217,152,347
264,10434Date_05_08_2019.jpg,armature,166,402,1,413
265,1043Date_02_08_2019.jpg,armature,205,404,0,360
266,1043Date_02_08_2019.jpg,armature,175,371,1,420
267,1043Date_02_08_2019.jpg,armature,288,684,90,306
268,10446Date_05_08_2019.jpg,armature,439,703,241,315
269,10446Date_05_08_2019.jpg,armature,92,179,251,420
270,10446Date_05_08_2019.jpg,armature,284,574,371,419
271,10449Date_05_08_2019.jpg,armature,161,603,119,339
272,1044Date_02_08_2019.jpg,armature,208,548,0,420
273,10450Date_05_08_2019.jpg,armature,3,240,274,348
274,10473Date_05_08_2019.jpg,armature,79,329,157,360
275,10500Date_05_08_2019.jpg,armature,126,528,53,320
276,10509Date_05_08_2019.jpg,armature,316,615,1,296
277,10513Date_05_08_2019.jpg,armature,127,315,190,296
278,10521Date_05_08_2019.jpg,armature,0,319,11,374
279,10540Date_05_08_2019.jpg,wood,254,370,0,96
280,1054Date_02_08_2019.jpg,armature,664,702,377,420
281,10552Date_05_08_2019.jpg,armature,123,245,232,415
282,1057Date_02_08_2019.jpg,wood,119,178,217,409
283,1061Date_02_08_2019.jpg,armature,32,330,81,415
284,10670Date_05_08_2019.jpg,armature,230,317,32,156
285,10681Date_05_08_2019.jpg,armature,70,452,136,228
286,10696Date_05_08_2019.jpg,armature,183,343,1,355
287,1071Date_02_08_2019.jpg,armature,54,643,1,147
288,10732Date_05_08_2019.jpg,wood,123,152,190,334
289,10732Date_05_08_2019.jpg,wood,468,523,338,366
290,10754Date_05_08_2019.jpg,armature,138,555,52,355
291,10755Date_05_08_2019.jpg,armature,228,651,61,360
292,10768Date_05_08_2019.jpg,armature,287,439,196,278
293,1076Date_02_08_2019.jpg,armature,367,621,43,385
294,1076Date_02_08_2019.jpg,wood,526,574,1,124
295,10779Date_05_08_2019.jpg,armature,114,265,13,364
296,1077Date_02_08_2019.jpg,armature,128,474,47,312
297,10780Date_05_08_2019.jpg,armature,538,688,60,392
298,10825Date_05_08_2019.jpg,other,514,615,68,153
299,1083Date_02_08_2019.jpg,armature,285,390,296,419
300,10866Date_05_08_2019.jpg,armature,489,640,186,206
301,10880Date_05_08_2019.jpg,armature,202,294,209,390
302,10914Date_05_08_2019.jpg,armature,164,218,0,258
303,10921Date_05_08_2019.jpg,other,357,502,54,250
304,10935Date_05_08_2019.jpg,armature,442,559,1,218
305,1093Date_02_08_2019.jpg,armature,301,444,15,158
306,10943Date_05_08_2019.jpg,wood,276,384,255,285
307,1094Date_02_08_2019.jpg,wood,223,274,0,155
308,10962Date_05_08_2019.jpg,wood,143,267,227,384
309,10972Date_05_08_2019.jpg,wood,99,157,82,307
310,10978Date_05_08_2019.jpg,armature,206,318,79,201
311,10981Date_05_08_2019.jpg,armature,108,206,167,346
312,10987Date_05_08_2019.jpg,wood,149,209,175,387
313,11036Date_05_08_2019.jpg,wood,248,354,81,120
314,11066Date_05_08_2019.jpg,wood,81,193,298,395
315,11075Date_05_08_2019.jpg,wood,210,306,246,353
316,11083Date_05_08_2019.jpg,wood,578,648,220,305
317,11087Date_05_08_2019.jpg,wood,182,275,181,260
318,1108Date_02_08_2019.jpg,armature,1,448,35,324
319,11117Date_05_08_2019.jpg,armature,80,352,0,363
320,11118Date_05_08_2019.jpg,armature,121,393,0,373
321,11120Date_05_08_2019.jpg,armature,561,703,110,416
322,11200Date_05_08_2019.jpg,armature,3,224,60,395
323,11201Date_05_08_2019.jpg,armature,177,490,80,407
324,11219Date_05_08_2019.jpg,armature,58,210,2,262
325,11244Date_05_08_2019.jpg,armature,157,449,207,361
326,11268Date_05_08_2019.jpg,wood,367,409,16,243
327,11270Date_05_08_2019.jpg,armature,69,371,2,413
328,1127Date_02_08_2019.jpg,armature,131,425,265,420
329,11287Date_05_08_2019.jpg,armature,269,349,154,281
330,11288Date_05_08_2019.jpg,armature,12,306,47,170
331,11289Date_05_08_2019.jpg,armature,185,290,64,213
332,11289Date_05_08_2019.jpg,armature,73,168,179,306
333,11291Date_05_08_2019.jpg,other,308,482,52,328
334,1129Date_02_08_2019.jpg,wood,228,407,214,297
335,11303Date_05_08_2019.jpg,armature,188,353,108,323
336,11303Date_05_08_2019.jpg,armature,242,391,3,290
337,11304Date_05_08_2019.jpg,armature,281,446,110,329
338,11304Date_05_08_2019.jpg,armature,340,488,0,285
339,11305Date_05_08_2019.jpg,armature,130,337,28,335
340,11306Date_05_08_2019.jpg,armature,411,608,49,355
341,11314Date_05_08_2019.jpg,armature,133,572,1,241
342,11319Date_05_08_2019.jpg,armature,435,673,0,356
343,11324Date_05_08_2019.jpg,armature,188,588,252,420
344,11331Date_05_08_2019.jpg,armature,557,662,25,421
345,11337Date_05_08_2019.jpg,armature,205,336,297,367
346,11347Date_05_08_2019.jpg,wood,140,180,93,290
347,1134Date_02_08_2019.jpg,armature,123,436,28,242
348,11350Date_05_08_2019.jpg,armature,137,301,126,250
349,11368Date_05_08_2019.jpg,armature,115,414,159,418
350,11369Date_05_08_2019.jpg,armature,266,557,172,419
351,11374Date_05_08_2019.jpg,other,311,377,62,173
352,11381Date_05_08_2019.jpg,wood,100,248,155,370
353,11389Date_05_08_2019.jpg,armature,152,388,2,97
354,1139Date_02_08_2019.jpg,armature,256,364,112,305
355,1140Date_02_08_2019.jpg,armature,67,358,44,291
356,11413Date_05_08_2019.jpg,armature,414,666,328,405
357,1142Date_02_08_2019.jpg,armature,310,664,171,419
358,11431Date_05_08_2019.jpg,armature,258,378,270,343
359,11448Date_05_08_2019.jpg,armature,1,294,199,420
360,11450Date_05_08_2019.jpg,armature,179,525,191,419
361,11454Date_05_08_2019.jpg,wood,291,371,219,319
362,11497Date_05_08_2019.jpg,wood,281,441,262,407
363,11498Date_05_08_2019.jpg,wood,419,593,278,418
364,11510Date_05_08_2019.jpg,wood,316,535,199,408
365,11519Date_05_08_2019.jpg,armature,0,273,286,374
366,11520Date_05_08_2019.jpg,armature,412,641,326,404
367,1156Date_02_08_2019.jpg,armature,25,323,80,284
368,11582Date_05_08_2019.jpg,armature,284,382,256,319
369,11589Date_05_08_2019.jpg,armature,115,197,111,419
370,11590Date_05_08_2019.jpg,armature,342,442,129,419
371,11591Date_05_08_2019.jpg,armature,437,545,139,420
372,11595Date_05_08_2019.jpg,wood,68,190,156,295
373,1160Date_02_08_2019.jpg,armature,194,315,171,394
374,11622Date_05_08_2019.jpg,wood,344,395,292,390
375,11679Date_05_08_2019.jpg,armature,1,337,1,154
376,1168Date_02_08_2019.jpg,armature,124,549,58,419
377,1171Date_02_08_2019.jpg,armature,181,466,253,419
378,11728Date_05_08_2019.jpg,armature,250,378,37,378
379,11728Date_05_08_2019.jpg,other,211,276,87,243
380,1172Date_02_08_2019.jpg,armature,160,620,268,376
381,11742Date_05_08_2019.jpg,armature,131,463,267,368
382,11746Date_05_08_2019.jpg,armature,164,358,35,420
383,11747Date_05_08_2019.jpg,armature,496,601,67,420
384,11755Date_05_08_2019.jpg,armature,119,221,0,81
385,11763Date_05_08_2019.jpg,armature,139,245,38,168
386,11764Date_05_08_2019.jpg,armature,209,365,1,113
387,11783Date_05_08_2019.jpg,wood,106,216,219,399
388,1178Date_02_08_2019.jpg,armature,298,329,312,415
389,11796Date_05_08_2019.jpg,armature,133,421,110,289
390,11800Date_05_08_2019.jpg,armature,81,447,249,418
391,11801Date_05_08_2019.jpg,armature,224,494,260,420
392,11806Date_05_08_2019.jpg,armature,4,288,141,299
393,11807Date_05_08_2019.jpg,armature,138,577,155,324
394,1180Date_02_08_2019.jpg,armature,206,648,28,420
395,11817Date_05_08_2019.jpg,armature,99,387,0,96
396,11818Date_05_08_2019.jpg,armature,284,525,0,110
397,11823Date_05_08_2019.jpg,armature,207,372,190,281
398,11840Date_05_08_2019.jpg,wood,319,423,171,270
399,11861Date_05_08_2019.jpg,other,87,239,1,189
400,11869Date_05_08_2019.jpg,wood,151,225,247,315
401,1186Date_02_08_2019.jpg,armature,442,510,124,313
402,11884Date_05_08_2019.jpg,armature,220,504,266,399
403,11885Date_05_08_2019.jpg,armature,181,221,300,421
404,11885Date_05_08_2019.jpg,armature,23,41,289,420
405,11899Date_05_08_2019.jpg,armature,13,413,15,256
406,11900Date_05_08_2019.jpg,armature,510,702,28,298
407,11908Date_05_08_2019.jpg,wood,552,626,1,115
408,11916Date_05_08_2019.jpg,armature,404,490,57,419
409,11917Date_05_08_2019.jpg,armature,592,662,78,419
410,11925Date_05_08_2019.jpg,armature,126,196,0,231
411,11930Date_05_08_2019.jpg,wood,154,336,120,207
412,11933Date_05_08_2019.jpg,armature,108,249,188,332
413,11947Date_05_08_2019.jpg,wood,258,354,1,183
414,11954Date_05_08_2019.jpg,armature,424,536,10,281
415,11972Date_05_08_2019.jpg,armature,409,523,161,420
416,11974Date_05_08_2019.jpg,armature,123,330,189,361
417,11998Date_05_08_2019.jpg,armature,114,284,206,357
418,12004Date_05_08_2019.jpg,armature,99,262,267,324
419,12005Date_05_08_2019.jpg,armature,211,344,0,62
420,12016Date_05_08_2019.jpg,armature,361,423,0,120
421,12017Date_05_08_2019.jpg,wood,178,331,16,146
422,12024Date_05_08_2019.jpg,armature,123,315,0,274
423,12028Date_05_08_2019.jpg,armature,455,499,43,275
424,12030Date_05_08_2019.jpg,armature,7,357,4,417
425,12031Date_05_08_2019.jpg,armature,93,494,3,418
426,12032Date_05_08_2019.jpg,armature,223,587,2,420
427,12034Date_05_08_2019.jpg,armature,200,430,0,100
428,12035Date_05_08_2019.jpg,armature,404,556,53,310
429,12048Date_05_08_2019.jpg,armature,428,612,280,408
430,12066Date_05_08_2019.jpg,armature,200,410,214,391
431,12074Date_05_08_2019.jpg,wood,169,301,12,87
432,1207Date_02_08_2019.jpg,armature,98,145,0,224
433,12080Date_05_08_2019.jpg,armature,212,244,269,421
434,12086Date_05_08_2019.jpg,armature,207,532,32,262
435,12109Date_05_08_2019.jpg,armature,147,367,190,277
436,1211Date_02_08_2019.jpg,wood,135,198,132,221
437,12136Date_05_08_2019.jpg,armature,53,143,0,114
438,12139Date_05_08_2019.jpg,armature,3,275,45,195
439,12141Date_05_08_2019.jpg,armature,394,702,82,330
440,12143Date_05_08_2019.jpg,armature,374,521,187,376
441,12157Date_05_08_2019.jpg,armature,206,343,324,364
442,12163Date_05_08_2019.jpg,armature,97,385,88,351
443,12164Date_05_08_2019.jpg,armature,224,529,36,359
444,12168Date_05_08_2019.jpg,armature,104,302,256,351
445,12169Date_05_08_2019.jpg,armature,155,363,29,272
446,12189Date_05_08_2019.jpg,armature,235,629,0,287
447,12216Date_05_08_2019.jpg,armature,149,569,176,420
448,12217Date_05_08_2019.jpg,armature,191,610,178,419
449,12230Date_05_08_2019.jpg,armature,146,241,47,225
450,12247Date_05_08_2019.jpg,armature,176,558,175,394
451,12251Date_05_08_2019.jpg,armature,54,251,1,136
452,12251Date_05_08_2019.jpg,other,358,513,155,266
453,12252Date_05_08_2019.jpg,armature,143,349,1,142
454,1225Date_02_08_2019.jpg,armature,196,650,29,411
455,12260Date_05_08_2019.jpg,armature,10,488,25,196
456,12261Date_05_08_2019.jpg,armature,237,703,53,210
457,12269Date_05_08_2019.jpg,armature,127,601,219,419
458,12281Date_05_08_2019.jpg,armature,360,589,47,401
459,12282Date_05_08_2019.jpg,wood,117,224,56,213
460,12285Date_05_08_2019.jpg,armature,125,494,1,328
461,12290Date_05_08_2019.jpg,armature,1,153,5,113
462,12291Date_05_08_2019.jpg,armature,114,447,16,353
463,12293Date_05_08_2019.jpg,armature,45,329,1,281
464,1229Date_02_08_2019.jpg,armature,42,294,0,132
465,12300Date_05_08_2019.jpg,armature,78,329,17,292
466,12300Date_05_08_2019.jpg,other,529,652,109,265
467,12301Date_05_08_2019.jpg,armature,262,518,39,378
468,1230Date_02_08_2019.jpg,armature,95,571,1,238
469,12318Date_05_08_2019.jpg,armature,185,301,199,329
470,12331Date_05_08_2019.jpg,armature,240,697,97,360
471,1234Date_02_08_2019.jpg,armature,139,404,1,87
472,1235Date_02_08_2019.jpg,armature,1,252,82,274
473,1236Date_02_08_2019.jpg,armature,110,401,91,362
474,12371Date_05_08_2019.jpg,armature,41,244,3,169
475,12373Date_05_08_2019.jpg,armature,392,698,26,414
476,12387Date_05_08_2019.jpg,armature,1,258,282,420
477,12388Date_05_08_2019.jpg,armature,159,489,153,417
478,12390Date_05_08_2019.jpg,armature,3,270,5,342
479,12392Date_05_08_2019.jpg,armature,423,632,9,354
480,1239Date_02_08_2019.jpg,armature,114,204,284,371
